booking_id,passenger_id,flight_id,booking_date,status,passport_number,seat_number,emergency_contact_name,emergency_contact_phone,fk_flight_valid
B1266,MASKED,UK093,2026-01-16 11:37:36.951,CONFIRMED,MASKED,27F,MASKED,MASKED,True
B1267,MASKED,AI205,2025-05-21 11:37:36.951,CANCELLED,MASKED,32A,MASKED,MASKED,True
B1269,MASKED,6F046,2025-09-06 11:37:36.951,CONFIRMED,MASKED,4C,MASKED,MASKED,True
B1271,MASKED,6F156,2025-10-20 11:37:36.951,PENDING,MASKED,28B,MASKED,MASKED,True
B1272,MASKED,AI068,2025-07-18 11:37:36.951,PENDING,MASKED,19A,MASKED,MASKED,True
B1274,MASKED,UK008,2025-10-15 11:37:36.951,PENDING,MASKED,20D,MASKED,MASKED,True
B1275,MASKED,6F166,2025-07-11 11:37:36.951,PENDING,MASKED,18F,MASKED,MASKED,True
B1276,MASKED,6F177,2025-07-15 11:37:36.951,CONFIRMED,MASKED,1A,MASKED,MASKED,True
B1277,MASKED,AI196,2026-01-19 11:37:36.951,PENDING,MASKED,12E,MASKED,MASKED,True
B1278,MASKED,SJ191,2025-08-09 11:37:36.951,CONFIRMED,MASKED,5B,MASKED,MASKED,True
B1280,MASKED,AI226,2026-04-12 11:37:36.951,CONFIRMED,MASKED,33B,MASKED,MASKED,True
B1281,MASKED,SJ207,2026-01-21 11:37:36.951,CANCELLED,MASKED,4A,MASKED,MASKED,True
B1282,MASKED,AI009,2025-12-30 11:37:36.951,CANCELLED,MASKED,8B,MASKED,MASKED,True
B1284,MASKED,SJ127,2026-02-22 11:37:36.951,CANCELLED,MASKED,25F,MASKED,MASKED,True
B1285,MASKED,UK188,2026-03-26 11:37:36.951,CANCELLED,MASKED,25B,MASKED,MASKED,True
B1287,MASKED,SJ098,2025-12-13 11:37:36.951,CANCELLED,MASKED,5F,MASKED,MASKED,True
B1288,MASKED,6F058,2025-12-11 11:37:36.951,PENDING,MASKED,18C,MASKED,MASKED,True
B1289,MASKED,SJ030,2026-03-23 11:37:36.951,PENDING,MASKED,24F,MASKED,MASKED,True
B1290,MASKED,UK175,2025-07-26 11:37:36.951,CANCELLED,MASKED,16F,MASKED,MASKED,True
B1291,MASKED,SJ108,2026-04-01 11:37:36.951,PENDING,MASKED,28E,MASKED,MASKED,True
B1292,MASKED,6F075,2025-08-03 11:37:36.951,CONFIRMED,MASKED,7C,MASKED,MASKED,True
B1293,MASKED,UK222,2025-08-31 11:37:36.951,CONFIRMED,MASKED,25F,MASKED,MASKED,True
B1294,MASKED,6F250,2025-07-13 11:37:36.951,CANCELLED,MASKED,34B,MASKED,MASKED,True
B1295,MASKED,AI096,2025-12-29 11:37:36.951,CANCELLED,MASKED,14B,MASKED,MASKED,True
B1296,MASKED,AI216,2025-12-23 11:37:36.951,CANCELLED,MASKED,1B,MASKED,MASKED,True
B1297,MASKED,6F193,2026-01-23 11:37:36.951,PENDING,MASKED,8A,MASKED,MASKED,True
B1298,MASKED,SJ194,2026-01-02 11:37:36.951,PENDING,MASKED,6C,MASKED,MASKED,True
B1299,MASKED,SJ020,2025-09-11 11:37:36.951,CONFIRMED,MASKED,16F,MASKED,MASKED,True
B1300,MASKED,6F070,2025-06-14 11:37:36.951,PENDING,MASKED,21C,MASKED,MASKED,True
B1301,MASKED,AI051,2025-09-03 11:37:36.951,CONFIRMED,MASKED,12A,MASKED,MASKED,True
B1302,MASKED,UK219,2025-12-27 11:37:36.951,PENDING,MASKED,3D,MASKED,MASKED,True
B1303,MASKED,AI235,2025-12-13 11:37:36.951,CONFIRMED,MASKED,20A,MASKED,MASKED,True
B1305,MASKED,SJ114,2025-09-28 11:37:36.951,PENDING,MASKED,13C,MASKED,MASKED,True
B1306,MASKED,SJ076,2025-12-01 11:37:36.951,CONFIRMED,MASKED,30A,MASKED,MASKED,True
B1307,MASKED,UK227,2026-01-26 11:37:36.951,PENDING,MASKED,32E,MASKED,MASKED,True
B1308,MASKED,UK135,2025-07-22 11:37:36.951,CANCELLED,MASKED,30D,MASKED,MASKED,True
B1309,MASKED,AI234,2025-05-06 11:37:36.951,CONFIRMED,MASKED,30F,MASKED,MASKED,True
B1310,MASKED,6F113,2025-08-20 11:37:36.951,PENDING,MASKED,5D,MASKED,MASKED,True
B1311,MASKED,SJ206,2025-11-16 11:37:36.951,PENDING,MASKED,9D,MASKED,MASKED,True
B1313,MASKED,6F260,2025-05-16 11:37:36.951,CANCELLED,MASKED,33E,MASKED,MASKED,True
B1314,MASKED,AI061,2025-04-28 11:37:36.951,CONFIRMED,MASKED,19C,MASKED,MASKED,True
B1315,MASKED,6F237,2026-03-26 11:37:36.951,PENDING,MASKED,9C,MASKED,MASKED,True
B1316,MASKED,SJ099,2026-01-06 11:37:36.951,PENDING,MASKED,27C,MASKED,MASKED,True
B1317,MASKED,SJ146,2026-02-24 11:37:36.951,CANCELLED,MASKED,21F,MASKED,MASKED,True
B1318,MASKED,SJ146,2025-05-23 11:37:36.951,CANCELLED,MASKED,29B,MASKED,MASKED,True
B1319,MASKED,6F071,2025-05-04 11:37:36.951,CONFIRMED,MASKED,4C,MASKED,MASKED,True
B1320,MASKED,6F272,2025-08-13 11:37:36.951,PENDING,MASKED,6C,MASKED,MASKED,True
B1321,MASKED,SJ029,2026-02-12 11:37:36.951,PENDING,MASKED,13A,MASKED,MASKED,True
B1322,MASKED,UK084,2025-07-27 11:37:36.951,CONFIRMED,MASKED,6E,MASKED,MASKED,True
B1323,MASKED,SJ048,2026-02-06 11:37:36.951,CONFIRMED,MASKED,14D,MASKED,MASKED,True
B1324,MASKED,AI108,2026-02-04 11:37:36.951,CANCELLED,MASKED,33B,MASKED,MASKED,True
B1325,MASKED,SJ134,2025-08-11 11:37:36.951,CANCELLED,MASKED,3B,MASKED,MASKED,True
B1326,MASKED,UK146,2025-10-31 11:37:36.951,CONFIRMED,MASKED,14F,MASKED,MASKED,True
B1327,MASKED,SJ036,2025-09-24 11:37:36.951,CONFIRMED,MASKED,26C,MASKED,MASKED,True
B1328,MASKED,6F202,2025-11-01 11:37:36.951,PENDING,MASKED,33B,MASKED,MASKED,True
B1329,MASKED,UK041,2026-02-13 11:37:36.951,CONFIRMED,MASKED,22C,MASKED,MASKED,True
B1330,MASKED,6F078,2025-12-06 11:37:36.951,CONFIRMED,MASKED,23A,MASKED,MASKED,True
B1331,MASKED,AI097,2025-07-03 11:37:36.951,PENDING,MASKED,22C,MASKED,MASKED,True
B1332,MASKED,UK159,2026-01-15 11:37:36.951,CONFIRMED,MASKED,7D,MASKED,MASKED,True
B1333,MASKED,UK044,2025-09-06 11:37:36.951,CANCELLED,MASKED,12B,MASKED,MASKED,True
B1334,MASKED,6F176,2025-09-27 11:37:36.951,CANCELLED,MASKED,6F,MASKED,MASKED,True
B1335,MASKED,SJ221,2026-02-11 11:37:36.951,PENDING,MASKED,4A,MASKED,MASKED,True
B1336,MASKED,6F112,2025-07-03 11:37:36.951,CONFIRMED,MASKED,22A,MASKED,MASKED,True
B1338,MASKED,6F014,2026-02-21 11:37:36.951,CANCELLED,MASKED,14C,MASKED,MASKED,True
B1339,MASKED,AI237,2025-09-17 11:37:36.951,CANCELLED,MASKED,28A,MASKED,MASKED,True
B1340,MASKED,6F003,2025-12-14 11:37:36.951,CANCELLED,MASKED,12E,MASKED,MASKED,True
B1341,MASKED,6F249,2025-07-04 11:37:36.951,CONFIRMED,MASKED,5A,MASKED,MASKED,True
B1342,MASKED,UK149,2025-04-29 11:37:36.951,CONFIRMED,MASKED,4A,MASKED,MASKED,True
B1343,MASKED,SJ163,2026-03-08 11:37:36.951,CONFIRMED,MASKED,9F,MASKED,MASKED,True
B1344,MASKED,SJ243,2026-03-28 11:37:36.951,CONFIRMED,MASKED,1D,MASKED,MASKED,True
B1345,MASKED,UK113,2025-06-06 11:37:36.951,CANCELLED,MASKED,1A,MASKED,MASKED,True
B1346,MASKED,AI071,2025-06-07 11:37:36.951,PENDING,MASKED,30E,MASKED,MASKED,True
B1347,MASKED,6F271,2026-02-07 11:37:36.951,PENDING,MASKED,22A,MASKED,MASKED,True
B1348,MASKED,SJ015,2025-06-05 11:37:36.951,CANCELLED,MASKED,27E,MASKED,MASKED,True
B1349,MASKED,UK047,2025-11-19 11:37:36.951,CANCELLED,MASKED,9E,MASKED,MASKED,True
B1350,MASKED,UK020,2026-02-04 11:37:36.951,PENDING,MASKED,12A,MASKED,MASKED,True
B1351,MASKED,AI122,2025-09-03 11:37:36.951,PENDING,MASKED,27F,MASKED,MASKED,True
B1352,MASKED,UK223,2025-10-20 11:37:36.951,CANCELLED,MASKED,17D,MASKED,MASKED,True
B1353,MASKED,6F148,2025-09-19 11:37:36.951,CANCELLED,MASKED,15F,MASKED,MASKED,True
B1354,MASKED,SJ162,2025-12-14 11:37:36.951,CONFIRMED,MASKED,34A,MASKED,MASKED,True
B1355,MASKED,6F127,2026-03-30 11:37:36.951,CONFIRMED,MASKED,28B,MASKED,MASKED,True
B1356,MASKED,AI173,2025-11-10 11:37:36.951,PENDING,MASKED,11F,MASKED,MASKED,True
B1358,MASKED,AI053,2025-06-22 11:37:36.951,PENDING,MASKED,20A,MASKED,MASKED,True
B1359,MASKED,AI241,2025-10-22 11:37:36.951,CONFIRMED,MASKED,14E,MASKED,MASKED,True
B1361,MASKED,AI110,2025-08-24 11:37:36.951,PENDING,MASKED,13F,MASKED,MASKED,True
B1362,MASKED,AI252,2025-10-22 11:37:36.951,CONFIRMED,MASKED,15B,MASKED,MASKED,True
B1363,MASKED,AI149,2025-12-14 11:37:36.951,CANCELLED,MASKED,3B,MASKED,MASKED,True
B1364,MASKED,AI224,2025-09-09 11:37:36.951,PENDING,MASKED,23F,MASKED,MASKED,True
B1365,MASKED,UK158,2025-07-03 11:37:36.951,CANCELLED,MASKED,15B,MASKED,MASKED,True
B1366,MASKED,6F125,2025-05-05 11:37:36.951,CANCELLED,MASKED,25E,MASKED,MASKED,True
B1367,MASKED,UK164,2025-12-14 11:37:36.951,CONFIRMED,MASKED,18A,MASKED,MASKED,True
B1368,MASKED,UK007,2025-12-26 11:37:36.951,CANCELLED,MASKED,1E,MASKED,MASKED,True
B1369,MASKED,6F118,2026-03-18 11:37:36.951,PENDING,MASKED,15F,MASKED,MASKED,True
B1370,MASKED,SJ004,2026-01-01 11:37:36.951,CANCELLED,MASKED,19C,MASKED,MASKED,True
B1371,MASKED,6F206,2025-09-25 11:37:36.951,CANCELLED,MASKED,15E,MASKED,MASKED,True
B1372,MASKED,SJ130,2025-05-11 11:37:36.951,CANCELLED,MASKED,11D,MASKED,MASKED,True
B1373,MASKED,SJ070,2026-02-14 11:37:36.951,CANCELLED,MASKED,22F,MASKED,MASKED,True
B1374,MASKED,AI085,2025-04-24 11:37:36.951,CANCELLED,MASKED,7F,MASKED,MASKED,True
B1375,MASKED,SJ109,2025-09-02 11:37:36.951,CONFIRMED,MASKED,15B,MASKED,MASKED,True
B1376,MASKED,AI168,2025-08-24 11:37:36.951,PENDING,MASKED,16B,MASKED,MASKED,True
B1377,MASKED,UK123,2025-10-24 11:37:36.951,CONFIRMED,MASKED,26A,MASKED,MASKED,True
B1378,MASKED,UK110,2026-01-16 11:37:36.951,PENDING,MASKED,30D,MASKED,MASKED,True
B1379,MASKED,AI206,2025-11-02 11:37:36.951,PENDING,MASKED,31C,MASKED,MASKED,True
B1380,MASKED,6F007,2026-04-16 11:37:36.951,PENDING,MASKED,6B,MASKED,MASKED,True
B1381,MASKED,SJ013,2025-11-11 11:37:36.951,PENDING,MASKED,33A,MASKED,MASKED,True
B1382,MASKED,UK061,2025-09-19 11:37:36.951,PENDING,MASKED,20D,MASKED,MASKED,True
B1383,MASKED,AI010,2025-09-24 11:37:36.951,CANCELLED,MASKED,8C,MASKED,MASKED,True
B1384,MASKED,AI024,2025-05-16 11:37:36.951,CONFIRMED,MASKED,11D,MASKED,MASKED,True
B1385,MASKED,UK130,2025-06-08 11:37:36.951,CONFIRMED,MASKED,30B,MASKED,MASKED,True
B1386,MASKED,AI161,2026-03-12 11:37:36.951,CANCELLED,MASKED,10A,MASKED,MASKED,True
B1387,MASKED,SJ208,2025-07-23 11:37:36.951,PENDING,MASKED,24F,MASKED,MASKED,True
B1390,MASKED,SJ028,2026-03-09 11:37:36.951,CANCELLED,MASKED,8C,MASKED,MASKED,True
B1391,MASKED,SJ084,2025-11-26 11:37:36.951,CONFIRMED,MASKED,21F,MASKED,MASKED,True
B1392,MASKED,AI139,2026-03-27 11:37:36.951,CONFIRMED,MASKED,21D,MASKED,MASKED,True
B1393,MASKED,UK179,2026-04-06 11:37:36.951,PENDING,MASKED,26E,MASKED,MASKED,True
B1394,MASKED,6F256,2025-07-23 11:37:36.951,PENDING,MASKED,23F,MASKED,MASKED,True
B1397,MASKED,UK190,2026-02-05 11:37:36.951,CANCELLED,MASKED,28D,MASKED,MASKED,True
B1398,MASKED,6F224,2026-02-04 11:37:36.951,PENDING,MASKED,3E,MASKED,MASKED,True
B1399,MASKED,UK221,2025-05-31 11:37:36.951,PENDING,MASKED,7A,MASKED,MASKED,True
B1400,MASKED,SJ107,2026-04-02 11:37:36.951,CANCELLED,MASKED,12F,MASKED,MASKED,True
B1402,MASKED,UK183,2026-03-21 11:37:36.951,CANCELLED,MASKED,7E,MASKED,MASKED,True
B1403,MASKED,SJ203,2025-05-08 11:37:36.951,PENDING,MASKED,26A,MASKED,MASKED,True
B1405,MASKED,AI100,2025-08-26 11:37:36.951,PENDING,MASKED,32F,MASKED,MASKED,True
B1406,MASKED,6F140,2025-06-24 11:37:36.951,CONFIRMED,MASKED,15D,MASKED,MASKED,True
B1407,MASKED,UK048,2025-08-26 11:37:36.951,CONFIRMED,MASKED,25A,MASKED,MASKED,True
B1408,MASKED,SJ204,2025-07-29 11:37:36.951,CONFIRMED,MASKED,12F,MASKED,MASKED,True
B1409,MASKED,UK105,2026-03-24 11:37:36.951,CONFIRMED,MASKED,28C,MASKED,MASKED,True
B1410,MASKED,AI098,2026-04-13 11:37:36.951,CONFIRMED,MASKED,32C,MASKED,MASKED,True
B1411,MASKED,6F013,2025-10-12 11:37:36.951,CANCELLED,MASKED,1A,MASKED,MASKED,True
B1412,MASKED,6F128,2025-11-18 11:37:36.951,CANCELLED,MASKED,28E,MASKED,MASKED,True
B1414,MASKED,SJ182,2026-01-07 11:37:36.951,CONFIRMED,MASKED,25F,MASKED,MASKED,True
B1415,MASKED,6F199,2026-03-22 11:37:36.951,PENDING,MASKED,23B,MASKED,MASKED,True
B1416,MASKED,SJ187,2025-08-17 11:37:36.951,CANCELLED,MASKED,20B,MASKED,MASKED,True
B1417,MASKED,AI182,2025-08-18 11:37:36.951,PENDING,MASKED,8E,MASKED,MASKED,True
B1418,MASKED,SJ027,2025-05-04 11:37:36.951,PENDING,MASKED,19D,MASKED,MASKED,True
B1419,MASKED,SJ062,2026-01-20 11:37:36.951,CONFIRMED,MASKED,20E,MASKED,MASKED,True
B1420,MASKED,SJ161,2026-02-24 11:37:36.951,CONFIRMED,MASKED,27B,MASKED,MASKED,True
B1422,MASKED,AI181,2026-01-04 11:37:36.951,CANCELLED,MASKED,12D,MASKED,MASKED,True
B1423,MASKED,AI003,2025-06-12 11:37:36.951,CONFIRMED,MASKED,14A,MASKED,MASKED,True
B1424,MASKED,6F150,2025-11-05 11:37:36.951,CANCELLED,MASKED,11D,MASKED,MASKED,True
B1425,MASKED,SJ175,2025-06-28 11:37:36.951,CANCELLED,MASKED,34E,MASKED,MASKED,True
B1426,MASKED,6F041,2025-12-15 11:37:36.951,CANCELLED,MASKED,17C,MASKED,MASKED,True
B1427,MASKED,SJ040,2026-04-15 11:37:36.951,CANCELLED,MASKED,16E,MASKED,MASKED,True
B1428,MASKED,6F020,2025-06-17 11:37:36.951,CONFIRMED,MASKED,27C,MASKED,MASKED,True
B1429,MASKED,AI248,2025-05-08 11:37:36.951,CANCELLED,MASKED,27B,MASKED,MASKED,True
B1430,MASKED,SJ016,2026-02-08 11:37:36.951,CONFIRMED,MASKED,11A,MASKED,MASKED,True
B1431,MASKED,UK204,2025-11-21 11:37:36.951,CONFIRMED,MASKED,31C,MASKED,MASKED,True
B1432,MASKED,6F211,2025-09-02 11:37:36.951,CANCELLED,MASKED,9B,MASKED,MASKED,True
B1433,MASKED,SJ166,2025-05-07 11:37:36.951,CONFIRMED,MASKED,5B,MASKED,MASKED,True
B1434,MASKED,AI036,2025-10-19 11:37:36.951,PENDING,MASKED,30C,MASKED,MASKED,True
B1435,MASKED,SJ215,2025-09-18 11:37:36.951,CONFIRMED,MASKED,1E,MASKED,MASKED,True
B1436,MASKED,AI076,2026-01-05 11:37:36.951,CONFIRMED,MASKED,20B,MASKED,MASKED,True
B1437,MASKED,SJ012,2025-11-28 11:37:36.951,CANCELLED,MASKED,24A,MASKED,MASKED,True
B1439,MASKED,SJ173,2025-11-09 11:37:36.951,CONFIRMED,MASKED,27E,MASKED,MASKED,True
B1440,MASKED,AI193,2026-03-09 11:37:36.951,CANCELLED,MASKED,25E,MASKED,MASKED,True
B1442,MASKED,AI225,2025-06-02 11:37:36.951,PENDING,MASKED,11E,MASKED,MASKED,True
B1443,MASKED,AI190,2025-10-09 11:37:36.951,CANCELLED,MASKED,9E,MASKED,MASKED,True
B1444,MASKED,SJ238,2025-12-25 11:37:36.951,CONFIRMED,MASKED,7B,MASKED,MASKED,True
B1445,MASKED,6F005,2025-12-21 11:37:36.951,PENDING,MASKED,5F,MASKED,MASKED,True
B1446,MASKED,UK136,2025-09-25 11:37:36.951,PENDING,MASKED,23C,MASKED,MASKED,True
B1447,MASKED,SJ063,2025-05-21 11:37:36.951,CONFIRMED,MASKED,15F,MASKED,MASKED,True
B1448,MASKED,6F175,2025-11-21 11:37:36.951,CANCELLED,MASKED,9E,MASKED,MASKED,True
B1449,MASKED,AI037,2025-05-23 11:37:36.951,PENDING,MASKED,19A,MASKED,MASKED,True
B1450,MASKED,UK225,2025-11-11 11:37:36.951,CONFIRMED,MASKED,21C,MASKED,MASKED,True
B1451,MASKED,AI141,2025-05-20 11:37:36.951,CONFIRMED,MASKED,15E,MASKED,MASKED,True
B1452,MASKED,6F172,2026-01-26 11:37:36.951,PENDING,MASKED,3E,MASKED,MASKED,True
B1453,MASKED,6F219,2026-02-07 11:37:36.951,CANCELLED,MASKED,16F,MASKED,MASKED,True
B1454,MASKED,AI045,2025-08-16 11:37:36.951,PENDING,MASKED,8E,MASKED,MASKED,True
B1455,MASKED,AI198,2026-04-12 11:37:36.951,CONFIRMED,MASKED,30A,MASKED,MASKED,True
B1456,MASKED,AI120,2025-04-24 11:37:36.951,PENDING,MASKED,17F,MASKED,MASKED,True
B1457,MASKED,6F134,2025-06-11 11:37:36.951,CANCELLED,MASKED,32D,MASKED,MASKED,True
B1458,MASKED,UK102,2025-11-19 11:37:36.951,CONFIRMED,MASKED,10B,MASKED,MASKED,True
B1459,MASKED,SJ199,2025-06-10 11:37:36.951,CANCELLED,MASKED,1F,MASKED,MASKED,True
B1460,MASKED,6F235,2025-10-01 11:37:36.951,PENDING,MASKED,32E,MASKED,MASKED,True
B1461,MASKED,UK065,2025-10-14 11:37:36.951,PENDING,MASKED,33F,MASKED,MASKED,True
B1462,MASKED,6F135,2025-12-03 11:37:36.951,CANCELLED,MASKED,26D,MASKED,MASKED,True
B1463,MASKED,SJ148,2026-02-10 11:37:36.951,PENDING,MASKED,31C,MASKED,MASKED,True
B1464,MASKED,AI083,2026-03-07 11:37:36.951,CANCELLED,MASKED,6B,MASKED,MASKED,True
B1465,MASKED,UK024,2025-07-02 11:37:36.951,PENDING,MASKED,5C,MASKED,MASKED,True
B1466,MASKED,UK220,2025-04-27 11:37:36.951,CANCELLED,MASKED,28B,MASKED,MASKED,True
B1467,MASKED,UK115,2025-04-30 11:37:36.951,CANCELLED,MASKED,25A,MASKED,MASKED,True
B1468,MASKED,AI255,2025-07-16 11:37:36.951,CONFIRMED,MASKED,14F,MASKED,MASKED,True
B1469,MASKED,6F001,2025-12-25 11:37:36.951,CONFIRMED,MASKED,11A,MASKED,MASKED,True
B1470,MASKED,6F132,2025-05-27 11:37:36.951,CANCELLED,MASKED,24E,MASKED,MASKED,True
B1471,MASKED,UK184,2026-03-28 11:37:36.951,PENDING,MASKED,8E,MASKED,MASKED,True
B1472,MASKED,6F098,2025-06-06 11:37:36.951,PENDING,MASKED,3D,MASKED,MASKED,True
B1473,MASKED,SJ168,2025-07-19 11:37:36.951,PENDING,MASKED,21F,MASKED,MASKED,True
B1474,MASKED,SJ178,2025-07-28 11:37:36.951,CANCELLED,MASKED,14C,MASKED,MASKED,True
B1475,MASKED,UK111,2026-03-07 11:37:36.951,CANCELLED,MASKED,2C,MASKED,MASKED,True
B1476,MASKED,SJ051,2026-02-27 11:37:36.951,CANCELLED,MASKED,32E,MASKED,MASKED,True
B1477,MASKED,SJ193,2025-07-06 11:37:36.951,CANCELLED,MASKED,18E,MASKED,MASKED,True
B1478,MASKED,SJ039,2026-02-24 11:37:36.951,CONFIRMED,MASKED,28D,MASKED,MASKED,True
B1479,MASKED,UK066,2025-12-17 11:37:36.951,CANCELLED,MASKED,22B,MASKED,MASKED,True
B1480,MASKED,SJ050,2026-03-14 11:37:36.951,PENDING,MASKED,34B,MASKED,MASKED,True
B1481,MASKED,6F052,2025-06-11 11:37:36.951,CONFIRMED,MASKED,4D,MASKED,MASKED,True
B1482,MASKED,SJ170,2025-08-29 11:37:36.951,PENDING,MASKED,14E,MASKED,MASKED,True
B1484,MASKED,AI219,2025-05-07 11:37:36.951,CONFIRMED,MASKED,13B,MASKED,MASKED,True
B1485,MASKED,6F220,2025-07-05 11:37:36.951,CANCELLED,MASKED,12D,MASKED,MASKED,True
B1486,MASKED,AI207,2025-05-04 11:37:36.951,CONFIRMED,MASKED,3D,MASKED,MASKED,True
B1487,MASKED,6F024,2026-01-26 11:37:36.951,PENDING,MASKED,5E,MASKED,MASKED,True
B1488,MASKED,SJ073,2025-05-04 11:37:36.951,CANCELLED,MASKED,27E,MASKED,MASKED,True
B1489,MASKED,SJ201,2025-07-08 11:37:36.951,CANCELLED,MASKED,24F,MASKED,MASKED,True
B1490,MASKED,AI180,2026-03-10 11:37:36.951,CONFIRMED,MASKED,29B,MASKED,MASKED,True
B1491,MASKED,UK022,2025-07-16 11:37:36.951,CONFIRMED,MASKED,18F,MASKED,MASKED,True
B1492,MASKED,AI202,2026-03-27 11:37:36.951,CANCELLED,MASKED,29C,MASKED,MASKED,True
B1493,MASKED,6F212,2025-06-01 11:37:36.952,CONFIRMED,MASKED,26D,MASKED,MASKED,True
B1494,MASKED,6F163,2025-06-09 11:37:36.952,CANCELLED,MASKED,23F,MASKED,MASKED,True
B1495,MASKED,UK028,2025-10-15 11:37:36.952,CONFIRMED,MASKED,27D,MASKED,MASKED,True
B1496,MASKED,6F243,2026-03-21 11:37:36.952,PENDING,MASKED,7D,MASKED,MASKED,True
B1497,MASKED,AI165,2025-09-02 11:37:36.952,CONFIRMED,MASKED,11F,MASKED,MASKED,True
B1498,MASKED,UK099,2025-07-18 11:37:36.952,PENDING,MASKED,3D,MASKED,MASKED,True
B1500,MASKED,UK056,2025-04-30 11:37:36.952,CONFIRMED,MASKED,22D,MASKED,MASKED,True
B1501,MASKED,SJ122,2025-09-04 11:37:36.952,CANCELLED,MASKED,23D,MASKED,MASKED,True
B1502,MASKED,AI086,2025-10-15 11:37:36.952,CONFIRMED,MASKED,23F,MASKED,MASKED,True
B1503,MASKED,SJ011,2025-10-17 11:37:36.952,CONFIRMED,MASKED,25C,MASKED,MASKED,True
B1504,MASKED,SJ021,2025-04-21 11:37:36.952,PENDING,MASKED,4E,MASKED,MASKED,True
B1505,MASKED,SJ106,2025-11-29 11:37:36.952,CONFIRMED,MASKED,8F,MASKED,MASKED,True
B1506,MASKED,SJ026,2026-01-29 11:37:36.952,CANCELLED,MASKED,9E,MASKED,MASKED,True
B1507,MASKED,SJ245,2025-11-27 11:37:36.952,PENDING,MASKED,20A,MASKED,MASKED,True
B1509,MASKED,AI032,2025-09-25 11:37:36.952,CANCELLED,MASKED,14F,MASKED,MASKED,True
B1510,MASKED,AI236,2025-05-11 11:37:36.952,CANCELLED,MASKED,19F,MASKED,MASKED,True
B1511,MASKED,6F094,2025-12-24 11:37:36.952,CANCELLED,MASKED,15C,MASKED,MASKED,True
B1512,MASKED,UK163,2025-12-21 11:37:36.952,PENDING,MASKED,4A,MASKED,MASKED,True
B1513,MASKED,UK163,2025-06-30 11:37:36.952,CONFIRMED,MASKED,32B,MASKED,MASKED,True
B1514,MASKED,SJ045,2025-05-07 11:37:36.952,CANCELLED,MASKED,21E,MASKED,MASKED,True
B1515,MASKED,SJ006,2025-07-06 11:37:36.952,PENDING,MASKED,26A,MASKED,MASKED,True
B1516,MASKED,SJ103,2025-08-05 11:37:36.952,CANCELLED,MASKED,34F,MASKED,MASKED,True
B1519,MASKED,SJ064,2026-03-25 11:37:36.952,PENDING,MASKED,3C,MASKED,MASKED,True
B1520,MASKED,AI028,2026-04-02 11:37:36.952,CONFIRMED,MASKED,27A,MASKED,MASKED,True
B1521,MASKED,AI148,2025-11-08 11:37:36.952,PENDING,MASKED,31E,MASKED,MASKED,True
B1522,MASKED,6F263,2025-08-31 11:37:36.952,CONFIRMED,MASKED,1C,MASKED,MASKED,True
B1523,MASKED,SJ067,2025-05-19 11:37:36.952,PENDING,MASKED,21F,MASKED,MASKED,True
B1524,MASKED,6F061,2025-06-17 11:37:36.952,PENDING,MASKED,23D,MASKED,MASKED,True
B1526,MASKED,SJ136,2025-11-15 11:37:36.952,CONFIRMED,MASKED,17D,MASKED,MASKED,True
B1527,MASKED,AI046,2025-07-09 11:37:36.952,PENDING,MASKED,8A,MASKED,MASKED,True
B1528,MASKED,UK174,2026-03-28 11:37:36.952,PENDING,MASKED,6E,MASKED,MASKED,True
B1531,MASKED,6F063,2026-04-01 11:37:36.952,PENDING,MASKED,30F,MASKED,MASKED,True
B1532,MASKED,UK118,2025-04-22 11:37:36.952,PENDING,MASKED,30A,MASKED,MASKED,True
B1533,MASKED,UK218,2025-09-15 11:37:36.952,PENDING,MASKED,28D,MASKED,MASKED,True
B1534,MASKED,UK031,2025-09-11 11:37:36.952,CONFIRMED,MASKED,34E,MASKED,MASKED,True
B1535,MASKED,UK142,2026-04-02 11:37:36.952,PENDING,MASKED,6C,MASKED,MASKED,True
B1537,MASKED,UK070,2025-10-08 11:37:36.952,CONFIRMED,MASKED,21F,MASKED,MASKED,True
B1538,MASKED,SJ121,2026-03-17 11:37:36.952,PENDING,MASKED,8E,MASKED,MASKED,True
B1539,MASKED,UK201,2025-06-11 11:37:36.952,CONFIRMED,MASKED,20B,MASKED,MASKED,True
B1540,MASKED,AI138,2026-01-15 11:37:36.952,CANCELLED,MASKED,7E,MASKED,MASKED,True
B1541,MASKED,SJ014,2025-12-16 11:37:36.952,CONFIRMED,MASKED,26A,MASKED,MASKED,True
B1542,MASKED,SJ053,2025-12-13 11:37:36.952,PENDING,MASKED,14F,MASKED,MASKED,True
B1543,MASKED,SJ241,2025-06-16 11:37:36.952,CANCELLED,MASKED,4F,MASKED,MASKED,True
B1544,MASKED,AI249,2025-09-01 11:37:36.952,CANCELLED,MASKED,16A,MASKED,MASKED,True
B1545,MASKED,AI176,2026-03-08 11:37:36.952,PENDING,MASKED,8A,MASKED,MASKED,True
B1546,MASKED,SJ234,2026-04-02 11:37:36.952,PENDING,MASKED,32B,MASKED,MASKED,True
B1547,MASKED,6F115,2025-04-18 11:37:36.952,PENDING,MASKED,16C,MASKED,MASKED,True
B1548,MASKED,AI020,2025-10-04 11:37:36.952,CONFIRMED,MASKED,7E,MASKED,MASKED,True
