flight_id,airline,source,destination,departure_time,arrival_time,duration,is_overnight,calculated_duration_minutes,time_anomaly,duration_mismatch,duration_minutes,route_anomaly,duration_anomaly,is_valid
6F209,INDIGO,MAA,CCU,2026-04-20 08:40:41.703,2026-04-20 13:40:41.703,300.0,False,300.0,False,False,300.0,False,False,True
UK193,VISTARA,HYD,DEL,2026-04-20 08:39:41.703,2026-04-20 09:14:41.703,35.0,False,35.0,False,False,35.0,False,False,True
6F092,INDIGO,MAA,BLR,2026-04-20 08:39:41.702,2026-04-20 09:15:41.702,36.0,False,36.0,False,False,36.0,False,False,True
AI208,AIR INDIA,BLR,BOM,2026-04-20 08:38:41.703,2026-04-20 11:52:41.703,194.0,False,194.0,False,False,194.0,False,False,True
SJ227,SPICEJET,BOM,CCU,2026-04-20 08:32:41.704,2026-04-20 12:53:41.704,261.0,False,261.0,False,False,261.0,False,False,True
6F238,INDIGO,BOM,DEL,2026-04-20 08:31:41.704,2026-04-20 09:19:41.704,48.0,False,48.0,False,False,48.0,False,False,True
AI084,AIR INDIA,BOM,HYD,2026-04-20 08:31:41.702,2026-04-20 09:46:41.702,75.0,False,75.0,False,False,75.0,False,False,True
SJ228,SPICEJET,BOM,CCU,2026-04-20 08:29:41.704,2026-04-20 12:16:41.704,227.0,False,227.0,False,False,227.0,False,False,True
UK194,VISTARA,CCU,BOM,2026-04-20 08:26:41.703,2026-04-20 09:26:42.000,60.0,False,60.0,False,False,60.0,False,False,True
6F126,INDIGO,CCU,MAA,2026-04-20 08:21:41.702,2026-04-20 09:39:41.702,78.0,False,78.0,False,False,78.0,False,False,True
SJ052,SPICEJET,MAA,BLR,2026-04-20 08:20:41.701,2026-04-20 09:57:41.701,97.0,False,97.0,False,False,97.0,False,False,True
AI233,AIR INDIA,BLR,BOM,2026-04-20 08:04:41.704,2026-04-20 09:52:41.704,108.0,False,108.0,False,False,108.0,False,False,True
AI213,AIR INDIA,HYD,CCU,2026-04-20 08:03:41.703,2026-04-20 09:14:41.703,71.0,False,71.0,False,False,71.0,False,False,True
UK076,VISTARA,MAA,CCU,2026-04-20 08:03:41.702,2026-04-20 12:26:41.702,263.0,False,263.0,False,False,263.0,False,False,True
SJ022,SPICEJET,DEL,BLR,2026-04-20 07:56:41.701,2026-04-20 11:07:41.701,191.0,False,191.0,False,False,191.0,False,False,True
SJ002,SPICEJET,DEL,BOM,2026-04-20 07:54:41.701,2026-04-20 12:40:41.701,286.0,False,286.0,False,False,286.0,False,False,True
AI163,AIR INDIA,HYD,MAA,2026-04-20 07:45:41.703,2026-04-20 08:46:41.703,61.0,False,61.0,False,False,61.0,False,False,True
UK229,VISTARA,HYD,DEL,2026-04-20 07:40:41.704,2026-04-20 11:57:41.704,257.0,False,257.0,False,False,257.0,False,False,True
UK185,VISTARA,DEL,MAA,2026-04-20 07:31:41.703,2026-04-20 08:48:41.703,77.0,False,77.0,False,False,77.0,False,False,True
6F029,INDIGO,BOM,BLR,2026-04-20 07:31:41.701,2026-04-20 11:45:41.701,254.0,False,254.0,False,False,254.0,False,False,True
6F056,INDIGO,BOM,MAA,2026-04-20 07:00:41.701,2026-04-20 08:49:41.701,109.0,False,109.0,False,False,109.0,False,False,True
AI062,AIR INDIA,MAA,DEL,2026-04-20 06:49:41.701,2026-04-20 07:25:41.701,36.0,False,36.0,False,False,36.0,False,False,True
UK034,VISTARA,DEL,BLR,2026-04-20 06:47:41.701,2026-04-20 10:11:41.701,204.0,False,204.0,False,False,204.0,False,False,True
UK079,VISTARA,DEL,BLR,2026-04-20 06:43:41.702,2026-04-20 10:34:41.702,231.0,False,231.0,False,False,231.0,False,False,True
AI135,AIR INDIA,BLR,BOM,2026-04-20 06:40:41.702,2026-04-20 09:21:41.702,161.0,False,161.0,False,False,161.0,False,False,True
SJ061,SPICEJET,MAA,BLR,2026-04-20 06:38:41.701,2026-04-20 09:35:41.701,177.0,False,177.0,False,False,177.0,False,False,True
AI047,AIR INDIA,CCU,MAA,2026-04-20 06:36:41.701,2026-04-20 07:23:41.701,47.0,False,47.0,False,False,47.0,False,False,True
UK210,VISTARA,DEL,CCU,2026-04-20 06:35:41.704,2026-04-20 07:30:41.704,55.0,False,55.0,False,False,55.0,False,False,True
AI088,AIR INDIA,MAA,DEL,2026-04-20 06:34:41.702,2026-04-20 10:10:41.702,216.0,False,216.0,False,False,216.0,False,False,True
UK177,VISTARA,DEL,HYD,2026-04-20 06:21:41.703,2026-04-20 10:50:41.703,269.0,False,269.0,False,False,269.0,False,False,True
AI128,AIR INDIA,BOM,CCU,2026-04-20 06:07:41.702,2026-04-20 10:03:41.702,236.0,False,236.0,False,False,236.0,False,False,True
AI158,AIR INDIA,CCU,DEL,2026-04-20 06:04:41.703,2026-04-20 09:01:41.703,177.0,False,177.0,False,False,177.0,False,False,True
UK206,VISTARA,MAA,BLR,2026-04-20 06:01:41.703,2026-04-20 10:34:41.703,273.0,False,273.0,False,False,273.0,False,False,True
SJ138,SPICEJET,BLR,BOM,2026-04-20 05:55:41.702,2026-04-20 06:43:41.702,48.0,False,48.0,False,False,48.0,False,False,True
AI034,AIR INDIA,DEL,BOM,2026-04-20 05:48:41.701,2026-04-20 10:31:41.701,283.0,False,283.0,False,False,283.0,False,False,True
AI012,AIR INDIA,BOM,CCU,2026-04-20 05:44:41.701,2026-04-20 09:47:41.701,243.0,False,243.0,False,False,243.0,False,False,True
6F083,INDIGO,BLR,DEL,2026-04-20 05:24:41.702,2026-04-20 06:03:41.702,39.0,False,39.0,False,False,39.0,False,False,True
SJ083,SPICEJET,MAA,BLR,2026-04-20 05:13:41.702,2026-04-20 08:17:41.702,184.0,False,184.0,False,False,184.0,False,False,True
SJ186,SPICEJET,CCU,DEL,2026-04-20 05:11:41.703,2026-04-20 07:22:41.703,131.0,False,131.0,False,False,131.0,False,False,True
UK001,VISTARA,CCU,DEL,2026-04-20 05:06:41.700,2026-04-20 06:31:41.700,85.0,False,85.0,False,False,85.0,False,False,True
AI217,AIR INDIA,CCU,BLR,2026-04-20 04:57:41.703,2026-04-20 07:14:41.703,137.0,False,137.0,False,False,137.0,False,False,True
6F178,INDIGO,BOM,CCU,2026-04-20 04:48:41.703,2026-04-20 09:11:41.703,263.0,False,263.0,False,False,263.0,False,False,True
UK015,VISTARA,BLR,BOM,2026-04-20 04:46:41.701,2026-04-20 06:33:41.701,107.0,False,107.0,False,False,107.0,False,False,True
AI112,AIR INDIA,DEL,BLR,2026-04-20 04:41:41.702,2026-04-20 08:24:41.702,223.0,False,223.0,False,False,223.0,False,False,True
UK100,VISTARA,CCU,BLR,2026-04-20 04:40:41.702,2026-04-20 07:12:41.702,152.0,False,152.0,False,False,152.0,False,False,True
6F133,INDIGO,MAA,BLR,2026-04-20 04:38:41.702,2026-04-20 06:25:41.702,107.0,False,107.0,False,False,107.0,False,False,True
AI227,AIR INDIA,BLR,MAA,2026-04-20 04:31:41.703,2026-04-20 08:17:41.703,226.0,False,226.0,False,False,226.0,False,False,True
UK093,VISTARA,HYD,CCU,2026-04-20 04:31:41.702,2026-04-20 05:21:41.702,50.0,False,50.0,False,False,50.0,False,False,True
UK203,VISTARA,BLR,HYD,2026-04-20 04:12:41.703,2026-04-20 05:24:41.703,72.0,False,72.0,False,False,72.0,False,False,True
UK154,VISTARA,MAA,HYD,2026-04-20 04:00:41.703,2026-04-20 07:57:41.703,237.0,False,237.0,False,False,237.0,False,False,True
UK073,VISTARA,BLR,CCU,2026-04-20 03:59:41.702,2026-04-20 08:09:41.702,250.0,False,250.0,False,False,250.0,False,False,True
AI164,AIR INDIA,DEL,BLR,2026-04-20 03:57:41.703,2026-04-20 05:45:41.703,108.0,False,108.0,False,False,108.0,False,False,True
UK008,VISTARA,CCU,BLR,2026-04-20 03:57:41.701,2026-04-20 04:34:41.701,37.0,False,37.0,False,False,37.0,False,False,True
UK051,VISTARA,HYD,DEL,2026-04-20 03:55:41.701,2026-04-20 06:55:41.701,180.0,False,180.0,False,False,180.0,False,False,True
UK208,VISTARA,DEL,CCU,2026-04-20 03:54:41.704,2026-04-20 08:51:41.704,297.0,False,297.0,False,False,297.0,False,False,True
AI150,AIR INDIA,BOM,DEL,2026-04-20 03:51:41.703,2026-04-20 04:38:41.703,47.0,False,47.0,False,False,47.0,False,False,True
AI189,AIR INDIA,CCU,DEL,2026-04-20 03:44:41.703,2026-04-20 05:32:41.703,108.0,False,108.0,False,False,108.0,False,False,True
6F230,INDIGO,CCU,BLR,2026-04-20 03:34:41.704,2026-04-20 06:47:41.704,193.0,False,193.0,False,False,193.0,False,False,True
6F169,INDIGO,BOM,DEL,2026-04-20 03:27:41.703,2026-04-20 08:06:41.703,279.0,False,279.0,False,False,279.0,False,False,True
AI205,AIR INDIA,BLR,BOM,2026-04-20 03:26:41.703,2026-04-20 05:14:41.703,108.0,False,108.0,False,False,108.0,False,False,True
AI103,AIR INDIA,BLR,BOM,2026-04-20 03:26:41.702,2026-04-20 04:04:41.702,38.0,False,38.0,False,False,38.0,False,False,True
6F250,INDIGO,DEL,BLR,2026-04-20 03:26:41.701,2026-04-20 07:30:41.701,244.0,False,244.0,False,False,244.0,False,False,True
AI246,AIR INDIA,BOM,BLR,2026-04-20 03:22:41.704,2026-04-20 06:41:41.704,199.0,False,199.0,False,False,199.0,False,False,True
6F187,INDIGO,BOM,MAA,2026-04-20 03:19:41.703,2026-04-20 07:37:41.703,258.0,False,258.0,False,False,258.0,False,False,True
AI082,AIR INDIA,DEL,CCU,2026-04-20 03:19:41.702,2026-04-20 06:01:41.702,162.0,False,162.0,False,False,162.0,False,False,True
UK116,VISTARA,CCU,BOM,2026-04-20 03:18:41.702,2026-04-20 07:06:41.702,228.0,False,228.0,False,False,228.0,False,False,True
SJ169,SPICEJET,BOM,MAA,2026-04-20 03:10:41.703,2026-04-20 07:56:41.703,286.0,False,286.0,False,False,286.0,False,False,True
AI175,AIR INDIA,BOM,HYD,2026-04-20 03:08:41.703,2026-04-20 06:55:41.703,227.0,False,227.0,False,False,227.0,False,False,True
SJ098,SPICEJET,HYD,MAA,2026-04-20 03:02:41.702,2026-04-20 03:37:41.702,35.0,False,35.0,False,False,35.0,False,False,True
SJ191,SPICEJET,BLR,BOM,2026-04-20 03:01:41.703,2026-04-20 04:23:41.703,82.0,False,82.0,False,False,82.0,False,False,True
SJ017,SPICEJET,DEL,MAA,2026-04-20 02:57:41.701,2026-04-20 05:00:41.701,123.0,False,123.0,False,False,123.0,False,False,True
UK188,VISTARA,MAA,BLR,2026-04-20 02:55:41.703,2026-04-20 03:44:41.703,49.0,False,49.0,False,False,49.0,False,False,True
AI196,AIR INDIA,MAA,HYD,2026-04-20 02:52:41.703,2026-04-20 04:25:41.703,93.0,False,93.0,False,False,93.0,False,False,True
AI068,AIR INDIA,BOM,BLR,2026-04-20 02:48:41.702,2026-04-20 04:48:42.000,120.0,False,120.0,False,False,120.0,False,False,True
SJ097,SPICEJET,BOM,CCU,2026-04-20 02:37:41.702,2026-04-20 05:27:41.702,170.0,False,170.0,False,False,170.0,False,False,True
SJ030,SPICEJET,DEL,HYD,2026-04-20 02:36:41.701,2026-04-20 03:19:41.701,43.0,False,43.0,False,False,43.0,False,False,True
6F179,INDIGO,HYD,MAA,2026-04-20 02:25:41.703,2026-04-20 06:40:41.703,255.0,False,255.0,False,False,255.0,False,False,True
6F156,INDIGO,MAA,BOM,2026-04-20 02:23:41.703,2026-04-20 04:57:41.703,154.0,False,154.0,False,False,154.0,False,False,True
6F250,INDIGO,CCU,BLR,2026-04-20 02:23:41.702,2026-04-20 02:56:41.702,33.0,False,33.0,False,False,33.0,False,False,True
SJ057,SPICEJET,BOM,CCU,2026-04-20 02:17:41.701,2026-04-20 05:29:41.701,192.0,False,192.0,False,False,192.0,False,False,True
6F036,INDIGO,CCU,BLR,2026-04-20 02:14:41.701,2026-04-20 06:57:41.701,283.0,False,283.0,False,False,283.0,False,False,True
6F201,INDIGO,CCU,BOM,2026-04-20 02:09:41.703,2026-04-20 06:49:41.703,280.0,False,280.0,False,False,280.0,False,False,True
6F143,INDIGO,CCU,DEL,2026-04-20 02:09:41.702,2026-04-20 06:08:41.702,239.0,False,239.0,False,False,239.0,False,False,True
6F177,INDIGO,HYD,MAA,2026-04-20 02:03:41.703,2026-04-20 04:25:41.703,142.0,False,142.0,False,False,142.0,False,False,True
6F031,INDIGO,BOM,BLR,2026-04-20 02:00:41.701,2026-04-20 06:37:41.701,277.0,False,277.0,False,False,277.0,False,False,True
UK165,VISTARA,DEL,BLR,2026-04-20 01:51:41.703,2026-04-20 06:04:41.703,253.0,False,253.0,False,False,253.0,False,False,True
6F122,INDIGO,DEL,BLR,2026-04-20 01:44:41.702,2026-04-20 05:28:41.702,224.0,False,224.0,False,False,224.0,False,False,True
AI009,AIR INDIA,DEL,CCU,2026-04-20 01:31:41.701,2026-04-20 04:05:41.701,154.0,False,154.0,False,False,154.0,False,False,True
6F046,INDIGO,DEL,BLR,2026-04-20 01:27:41.701,2026-04-20 05:08:41.701,221.0,False,221.0,False,False,221.0,False,False,True
AI051,AIR INDIA,MAA,BLR,2026-04-20 01:27:41.701,2026-04-20 02:22:41.701,55.0,False,55.0,False,False,55.0,False,False,True
UK222,VISTARA,BOM,CCU,2026-04-20 01:22:41.704,2026-04-20 02:57:41.704,95.0,False,95.0,False,False,95.0,False,False,True
SJ127,SPICEJET,BOM,DEL,2026-04-20 01:21:41.702,2026-04-20 03:58:41.702,157.0,False,157.0,False,False,157.0,False,False,True
AI226,AIR INDIA,BLR,HYD,2026-04-20 01:19:41.703,2026-04-20 04:08:41.703,169.0,False,169.0,False,False,169.0,False,False,True
AI216,AIR INDIA,BOM,CCU,2026-04-20 01:10:41.703,2026-04-20 02:34:41.703,84.0,False,84.0,False,False,84.0,False,False,True
6F058,INDIGO,BOM,CCU,2026-04-20 01:04:41.701,2026-04-20 03:33:41.701,149.0,False,149.0,False,False,149.0,False,False,True
SJ207,SPICEJET,DEL,CCU,2026-04-20 00:52:41.703,2026-04-20 04:05:41.703,193.0,False,193.0,False,False,193.0,False,False,True
SJ198,SPICEJET,CCU,BOM,2026-04-20 00:47:41.703,2026-04-20 05:28:41.703,281.0,False,281.0,False,False,281.0,False,False,True
SJ108,SPICEJET,BLR,HYD,2026-04-20 00:40:41.702,2026-04-20 03:16:41.702,156.0,False,156.0,False,False,156.0,False,False,True
SJ155,SPICEJET,DEL,CCU,2026-04-20 00:38:41.702,2026-04-20 05:38:41.702,300.0,False,300.0,False,False,300.0,False,False,True
6F193,INDIGO,BOM,MAA,2026-04-20 00:34:41.703,2026-04-20 02:32:41.703,118.0,False,118.0,False,False,118.0,False,False,True
6F019,INDIGO,BLR,BOM,2026-04-20 00:19:41.701,2026-04-20 04:14:41.701,235.0,False,235.0,False,False,235.0,False,False,True
AI102,AIR INDIA,CCU,BLR,2026-04-20 00:17:41.702,2026-04-20 05:08:41.702,291.0,False,291.0,False,False,291.0,False,False,True
6F166,INDIGO,BOM,CCU,2026-04-20 00:03:41.703,2026-04-20 04:33:41.703,270.0,False,270.0,False,False,270.0,False,False,True
UK175,VISTARA,BLR,BOM,2026-04-19 23:56:41.703,2026-04-20 03:18:41.703,202.0,True,202.0,False,False,202.0,False,False,True
6F010,INDIGO,DEL,BLR,2026-04-19 23:53:41.701,2026-04-20 03:44:41.701,231.0,True,231.0,False,False,231.0,False,False,True
AI234,AIR INDIA,BOM,MAA,2026-04-19 23:50:41.704,2026-04-20 01:34:41.704,104.0,True,104.0,False,False,104.0,False,False,True
UK135,VISTARA,HYD,DEL,2026-04-19 23:50:41.702,2026-04-20 01:43:41.702,113.0,True,113.0,False,False,113.0,False,False,True
6F272,INDIGO,HYD,MAA,2026-04-19 23:35:41.702,2026-04-20 00:22:41.702,47.0,True,47.0,False,False,47.0,False,False,True
AI061,AIR INDIA,BOM,CCU,2026-04-19 23:31:41.701,2026-04-20 01:02:41.701,91.0,True,91.0,False,False,91.0,False,False,True
6F070,INDIGO,HYD,DEL,2026-04-19 23:23:41.701,2026-04-20 02:24:41.701,181.0,True,181.0,False,False,181.0,False,False,True
AI015,AIR INDIA,BLR,CCU,2026-04-19 23:21:41.701,2026-04-20 01:15:41.701,114.0,True,114.0,False,False,114.0,False,False,True
SJ076,SPICEJET,DEL,MAA,2026-04-19 23:01:41.701,2026-04-20 02:02:41.701,181.0,True,181.0,False,False,181.0,False,False,True
SJ029,SPICEJET,HYD,DEL,2026-04-19 22:55:41.701,2026-04-20 00:22:41.701,87.0,True,87.0,False,False,87.0,False,False,True
SJ194,SPICEJET,CCU,DEL,2026-04-19 22:46:41.703,2026-04-20 02:31:41.703,225.0,True,225.0,False,False,225.0,False,False,True
AI235,AIR INDIA,BLR,HYD,2026-04-19 22:45:41.704,2026-04-20 02:12:41.704,207.0,True,207.0,False,False,207.0,False,False,True
SJ048,SPICEJET,MAA,BLR,2026-04-19 22:43:41.701,2026-04-20 00:19:41.701,96.0,True,96.0,False,False,96.0,False,False,True
SJ114,SPICEJET,HYD,DEL,2026-04-19 22:42:41.702,2026-04-20 02:02:41.702,200.0,True,200.0,False,False,200.0,False,False,True
SJ146,SPICEJET,HYD,BLR,2026-04-19 22:37:41.702,2026-04-20 00:33:41.702,116.0,True,116.0,False,False,116.0,False,False,True
UK041,VISTARA,HYD,MAA,2026-04-19 22:37:41.701,2026-04-19 23:44:41.701,67.0,False,67.0,False,False,67.0,False,False,True
6F075,INDIGO,BOM,CCU,2026-04-19 22:20:41.702,2026-04-20 03:02:41.702,282.0,True,282.0,False,False,282.0,False,False,True
SJ020,SPICEJET,BLR,BOM,2026-04-19 22:18:41.701,2026-04-20 02:27:41.701,249.0,True,249.0,False,False,249.0,False,False,True
SJ099,SPICEJET,MAA,BLR,2026-04-19 22:14:41.702,2026-04-20 00:34:41.702,140.0,True,140.0,False,False,140.0,False,False,True
6F078,INDIGO,BOM,CCU,2026-04-19 22:04:41.702,2026-04-19 23:37:41.702,93.0,False,93.0,False,False,93.0,False,False,True
UK219,VISTARA,BOM,HYD,2026-04-19 22:03:41.704,2026-04-20 02:21:41.704,258.0,True,258.0,False,False,258.0,False,False,True
UK223,VISTARA,CCU,DEL,2026-04-19 21:58:41.704,2026-04-19 22:30:41.704,32.0,False,32.0,False,False,32.0,False,False,True
UK227,VISTARA,BOM,HYD,2026-04-19 21:57:41.704,2026-04-20 01:47:41.704,230.0,True,230.0,False,False,230.0,False,False,True
6F260,INDIGO,CCU,DEL,2026-04-19 21:51:41.702,2026-04-20 01:14:41.702,203.0,True,203.0,False,False,203.0,False,False,True
AI096,AIR INDIA,CCU,DEL,2026-04-19 21:48:41.702,2026-04-20 02:46:41.702,298.0,True,298.0,False,False,298.0,False,False,True
6F022,INDIGO,MAA,BLR,2026-04-19 21:46:41.701,2026-04-20 02:05:41.701,259.0,True,259.0,False,False,259.0,False,False,True
6F237,INDIGO,HYD,MAA,2026-04-19 21:41:41.704,2026-04-20 00:44:41.704,183.0,True,183.0,False,False,183.0,False,False,True
UK146,VISTARA,BOM,MAA,2026-04-19 21:40:41.703,2026-04-20 00:08:41.703,148.0,True,148.0,False,False,148.0,False,False,True
SJ015,SPICEJET,BOM,CCU,2026-04-19 21:40:41.701,2026-04-19 22:52:41.701,72.0,False,72.0,False,False,72.0,False,False,True
AI108,AIR INDIA,BLR,CCU,2026-04-19 21:32:41.702,2026-04-20 00:17:41.702,165.0,True,165.0,False,False,165.0,False,False,True
UK020,VISTARA,MAA,BLR,2026-04-19 21:23:41.701,2026-04-19 22:38:41.701,75.0,False,75.0,False,False,75.0,False,False,True
6F113,INDIGO,BOM,CCU,2026-04-19 21:04:41.702,2026-04-20 01:30:41.702,266.0,True,266.0,False,False,266.0,False,False,True
6F112,INDIGO,HYD,DEL,2026-04-19 21:00:41.702,2026-04-19 23:16:41.702,136.0,False,136.0,False,False,136.0,False,False,True
6F246,INDIGO,HYD,DEL,2026-04-19 21:00:41.702,2026-04-19 23:16:41.702,136.0,False,136.0,False,False,136.0,False,False,True
UK158,VISTARA,BOM,MAA,2026-04-19 20:49:41.703,2026-04-19 21:22:41.703,33.0,False,33.0,False,False,33.0,False,False,True
UK159,VISTARA,CCU,BLR,2026-04-19 20:45:41.703,2026-04-19 23:32:41.703,167.0,False,167.0,False,False,167.0,False,False,True
UK084,VISTARA,MAA,DEL,2026-04-19 20:44:41.702,2026-04-20 00:20:41.702,216.0,True,216.0,False,False,216.0,False,False,True
SJ206,SPICEJET,DEL,CCU,2026-04-19 20:43:41.703,2026-04-20 01:21:41.703,278.0,True,278.0,False,False,278.0,False,False,True
UK044,VISTARA,BLR,BOM,2026-04-19 20:31:41.701,2026-04-19 23:29:41.701,178.0,False,178.0,False,False,178.0,False,False,True
SJ036,SPICEJET,DEL,HYD,2026-04-19 20:24:41.701,2026-04-19 23:54:41.701,210.0,False,210.0,False,False,210.0,False,False,True
6F176,INDIGO,CCU,DEL,2026-04-19 20:23:42.000,2026-04-19 23:23:42.000,180.0,False,180.0,False,False,180.0,False,False,True
6F148,INDIGO,CCU,BOM,2026-04-19 20:23:41.703,2026-04-19 22:30:41.703,127.0,False,127.0,False,False,127.0,False,False,True
6F202,INDIGO,HYD,BLR,2026-04-19 20:18:41.703,2026-04-19 23:48:41.703,210.0,False,210.0,False,False,210.0,False,False,True
6F071,INDIGO,DEL,CCU,2026-04-19 20:18:41.702,2026-04-20 00:31:41.702,253.0,True,253.0,False,False,253.0,False,False,True
AI105,AIR INDIA,CCU,DEL,2026-04-19 20:16:41.702,2026-04-19 22:03:41.702,107.0,False,107.0,False,False,107.0,False,False,True
AI241,AIR INDIA,HYD,BLR,2026-04-19 20:11:41.704,2026-04-19 22:18:41.704,127.0,False,127.0,False,False,127.0,False,False,True
SJ162,SPICEJET,DEL,HYD,2026-04-19 20:11:41.703,2026-04-19 22:30:41.703,139.0,False,139.0,False,False,139.0,False,False,True
6F003,INDIGO,HYD,BOM,2026-04-19 20:06:41.700,2026-04-19 23:13:41.700,187.0,False,187.0,False,False,187.0,False,False,True
6F249,INDIGO,HYD,BOM,2026-04-19 20:06:41.700,2026-04-19 23:13:41.700,187.0,False,187.0,False,False,187.0,False,False,True
AI237,AIR INDIA,BOM,CCU,2026-04-19 19:58:41.704,2026-04-19 23:13:41.704,195.0,False,195.0,False,False,195.0,False,False,True
SJ134,SPICEJET,BOM,CCU,2026-04-19 19:58:41.702,2026-04-20 00:15:41.702,257.0,True,257.0,False,False,257.0,False,False,True
AI071,AIR INDIA,BOM,MAA,2026-04-19 19:55:41.702,2026-04-19 22:58:41.702,183.0,False,183.0,False,False,183.0,False,False,True
6F118,INDIGO,CCU,HYD,2026-04-19 19:52:41.702,2026-04-19 21:01:41.702,69.0,False,69.0,False,False,69.0,False,False,True
6F014,INDIGO,DEL,MAA,2026-04-19 19:42:41.701,2026-04-19 23:15:41.701,213.0,False,213.0,False,False,213.0,False,False,True
6F065,INDIGO,MAA,BLR,2026-04-19 19:40:41.701,2026-04-19 22:23:41.701,163.0,False,163.0,False,False,163.0,False,False,True
6F271,INDIGO,HYD,MAA,2026-04-19 19:33:41.702,2026-04-19 22:52:41.702,199.0,False,199.0,False,False,199.0,False,False,True
SJ070,SPICEJET,MAA,CCU,2026-04-19 18:55:41.701,2026-04-19 20:48:41.701,113.0,False,113.0,False,False,113.0,False,False,True
6F007,INDIGO,HYD,MAA,2026-04-19 18:55:41.701,2026-04-19 19:54:41.701,59.0,False,59.0,False,False,59.0,False,False,True
UK007,VISTARA,DEL,HYD,2026-04-19 18:50:41.701,2026-04-19 21:04:41.701,134.0,False,134.0,False,False,134.0,False,False,True
AI097,AIR INDIA,HYD,MAA,2026-04-19 18:42:41.702,2026-04-19 23:34:41.702,292.0,False,292.0,False,False,292.0,False,False,True
6F256,INDIGO,BOM,CCU,2026-04-19 18:40:41.702,2026-04-19 19:13:41.702,33.0,False,33.0,False,False,33.0,False,False,True
UK047,VISTARA,BLR,HYD,2026-04-19 18:40:41.701,2026-04-19 22:45:41.701,245.0,False,245.0,False,False,245.0,False,False,True
AI024,AIR INDIA,MAA,BOM,2026-04-19 18:38:41.701,2026-04-19 19:45:41.701,67.0,False,67.0,False,False,67.0,False,False,True
UK113,VISTARA,CCU,DEL,2026-04-19 18:34:41.702,2026-04-19 22:58:41.702,264.0,False,264.0,False,False,264.0,False,False,True
SJ163,SPICEJET,DEL,HYD,2026-04-19 18:32:41.703,2026-04-19 23:08:41.703,276.0,False,276.0,False,False,276.0,False,False,True
SJ208,SPICEJET,DEL,HYD,2026-04-19 18:32:41.703,2026-04-19 19:33:41.703,61.0,False,61.0,False,False,61.0,False,False,True
SJ221,SPICEJET,MAA,HYD,2026-04-19 18:31:41.703,2026-04-19 23:17:41.703,286.0,False,286.0,False,False,286.0,False,False,True
SJ084,SPICEJET,HYD,MAA,2026-04-19 18:31:41.702,2026-04-19 19:30:41.702,59.0,False,59.0,False,False,59.0,False,False,True
6F127,INDIGO,HYD,BOM,2026-04-19 18:27:41.702,2026-04-19 22:28:41.702,241.0,False,241.0,False,False,241.0,False,False,True
AI122,AIR INDIA,BOM,CCU,2026-04-19 18:25:41.702,2026-04-19 22:36:41.702,251.0,False,251.0,False,False,251.0,False,False,True
AI139,AIR INDIA,HYD,MAA,2026-04-19 18:23:41.702,2026-04-19 19:24:41.702,61.0,False,61.0,False,False,61.0,False,False,True
UK149,VISTARA,MAA,DEL,2026-04-19 18:22:41.703,2026-04-19 23:08:41.703,286.0,False,286.0,False,False,286.0,False,False,True
AI149,AIR INDIA,BOM,HYD,2026-04-19 18:19:41.703,2026-04-19 21:36:41.703,197.0,False,197.0,False,False,197.0,False,False,True
SJ243,SPICEJET,BLR,DEL,2026-04-19 18:17:41.704,2026-04-19 23:03:41.704,286.0,False,286.0,False,False,286.0,False,False,True
AI053,AIR INDIA,CCU,DEL,2026-04-19 18:04:41.701,2026-04-19 22:19:41.701,255.0,False,255.0,False,False,255.0,False,False,True
UK061,VISTARA,BLR,BOM,2026-04-19 17:58:41.701,2026-04-19 19:48:41.701,110.0,False,110.0,False,False,110.0,False,False,True
SJ004,SPICEJET,MAA,DEL,2026-04-19 17:52:41.701,2026-04-19 21:01:41.701,189.0,False,189.0,False,False,189.0,False,False,True
AI173,AIR INDIA,HYD,DEL,2026-04-19 17:36:41.703,2026-04-19 22:27:41.703,291.0,False,291.0,False,False,291.0,False,False,True
6F085,INDIGO,HYD,MAA,2026-04-19 17:32:41.702,2026-04-19 19:32:42.000,120.0,False,120.0,False,False,120.0,False,False,True
AI252,AIR INDIA,HYD,DEL,2026-04-19 17:30:41.704,2026-04-19 21:54:41.704,264.0,False,264.0,False,False,264.0,False,False,True
SJ109,SPICEJET,BOM,DEL,2026-04-19 17:24:41.702,2026-04-19 20:28:41.702,184.0,False,184.0,False,False,184.0,False,False,True
UK123,VISTARA,BOM,DEL,2026-04-19 17:24:41.702,2026-04-19 20:18:41.702,174.0,False,174.0,False,False,174.0,False,False,True
6F125,INDIGO,BOM,CCU,2026-04-19 17:09:41.702,2026-04-19 21:13:41.702,244.0,False,244.0,False,False,244.0,False,False,True
UK183,VISTARA,BLR,CCU,2026-04-19 17:07:41.703,2026-04-19 18:30:41.703,83.0,False,83.0,False,False,83.0,False,False,True
AI110,AIR INDIA,BOM,CCU,2026-04-19 17:07:41.702,2026-04-19 22:00:41.702,293.0,False,293.0,False,False,293.0,False,False,True
UK105,VISTARA,CCU,HYD,2026-04-19 17:04:41.702,2026-04-19 18:11:41.702,67.0,False,67.0,False,False,67.0,False,False,True
6F128,INDIGO,HYD,DEL,2026-04-19 16:56:41.702,2026-04-19 18:03:41.702,67.0,False,67.0,False,False,67.0,False,False,True
