flight_id,airline,source,destination,departure_time,arrival_time,is_overnight,duration_minutes,departure_date
AI012,AIR INDIA,BOM,CCU,2026-04-20 05:44:41.701,2026-04-20 09:47:41.701,False,243.0,2026-04-20
6F083,INDIGO,BLR,DEL,2026-04-20 05:24:41.702,2026-04-20 06:03:41.702,False,39.0,2026-04-20
SJ083,SPICEJET,MAA,BLR,2026-04-20 05:13:41.702,2026-04-20 08:17:41.702,False,184.0,2026-04-20
SJ186,SPICEJET,CCU,DEL,2026-04-20 05:11:41.703,2026-04-20 07:22:41.703,False,131.0,2026-04-20
UK001,VISTARA,CCU,DEL,2026-04-20 05:06:41.700,2026-04-20 06:31:41.700,False,85.0,2026-04-20
AI217,AIR INDIA,CCU,BLR,2026-04-20 04:57:41.703,2026-04-20 07:14:41.703,False,137.0,2026-04-20
6F178,INDIGO,BOM,CCU,2026-04-20 04:48:41.703,2026-04-20 09:11:41.703,False,263.0,2026-04-20
UK015,VISTARA,BLR,BOM,2026-04-20 04:46:41.701,2026-04-20 06:33:41.701,False,107.0,2026-04-20
AI112,AIR INDIA,DEL,BLR,2026-04-20 04:41:41.702,2026-04-20 08:24:41.702,False,223.0,2026-04-20
UK100,VISTARA,CCU,BLR,2026-04-20 04:40:41.702,2026-04-20 07:12:41.702,False,152.0,2026-04-20
6F133,INDIGO,MAA,BLR,2026-04-20 04:38:41.702,2026-04-20 06:25:41.702,False,107.0,2026-04-20
AI227,AIR INDIA,BLR,MAA,2026-04-20 04:31:41.703,2026-04-20 08:17:41.703,False,226.0,2026-04-20
UK093,VISTARA,HYD,CCU,2026-04-20 04:31:41.702,2026-04-20 05:21:41.702,False,50.0,2026-04-20
UK203,VISTARA,BLR,HYD,2026-04-20 04:12:41.703,2026-04-20 05:24:41.703,False,72.0,2026-04-20
UK154,VISTARA,MAA,HYD,2026-04-20 04:00:41.703,2026-04-20 07:57:41.703,False,237.0,2026-04-20
UK073,VISTARA,BLR,CCU,2026-04-20 03:59:41.702,2026-04-20 08:09:41.702,False,250.0,2026-04-20
AI164,AIR INDIA,DEL,BLR,2026-04-20 03:57:41.703,2026-04-20 05:45:41.703,False,108.0,2026-04-20
UK008,VISTARA,CCU,BLR,2026-04-20 03:57:41.701,2026-04-20 04:34:41.701,False,37.0,2026-04-20
UK051,VISTARA,HYD,DEL,2026-04-20 03:55:41.701,2026-04-20 06:55:41.701,False,180.0,2026-04-20
UK208,VISTARA,DEL,CCU,2026-04-20 03:54:41.704,2026-04-20 08:51:41.704,False,297.0,2026-04-20
AI150,AIR INDIA,BOM,DEL,2026-04-20 03:51:41.703,2026-04-20 04:38:41.703,False,47.0,2026-04-20
AI189,AIR INDIA,CCU,DEL,2026-04-20 03:44:41.703,2026-04-20 05:32:41.703,False,108.0,2026-04-20
6F230,INDIGO,CCU,BLR,2026-04-20 03:34:41.704,2026-04-20 06:47:41.704,False,193.0,2026-04-20
6F169,INDIGO,BOM,DEL,2026-04-20 03:27:41.703,2026-04-20 08:06:41.703,False,279.0,2026-04-20
AI205,AIR INDIA,BLR,BOM,2026-04-20 03:26:41.703,2026-04-20 05:14:41.703,False,108.0,2026-04-20
AI103,AIR INDIA,BLR,BOM,2026-04-20 03:26:41.702,2026-04-20 04:04:41.702,False,38.0,2026-04-20
6F250,INDIGO,DEL,BLR,2026-04-20 03:26:41.701,2026-04-20 07:30:41.701,False,244.0,2026-04-20
AI246,AIR INDIA,BOM,BLR,2026-04-20 03:22:41.704,2026-04-20 06:41:41.704,False,199.0,2026-04-20
6F187,INDIGO,BOM,MAA,2026-04-20 03:19:41.703,2026-04-20 07:37:41.703,False,258.0,2026-04-20
AI082,AIR INDIA,DEL,CCU,2026-04-20 03:19:41.702,2026-04-20 06:01:41.702,False,162.0,2026-04-20
UK116,VISTARA,CCU,BOM,2026-04-20 03:18:41.702,2026-04-20 07:06:41.702,False,228.0,2026-04-20
SJ169,SPICEJET,BOM,MAA,2026-04-20 03:10:41.703,2026-04-20 07:56:41.703,False,286.0,2026-04-20
AI175,AIR INDIA,BOM,HYD,2026-04-20 03:08:41.703,2026-04-20 06:55:41.703,False,227.0,2026-04-20
SJ098,SPICEJET,HYD,MAA,2026-04-20 03:02:41.702,2026-04-20 03:37:41.702,False,35.0,2026-04-20
SJ191,SPICEJET,BLR,BOM,2026-04-20 03:01:41.703,2026-04-20 04:23:41.703,False,82.0,2026-04-20
SJ017,SPICEJET,DEL,MAA,2026-04-20 02:57:41.701,2026-04-20 05:00:41.701,False,123.0,2026-04-20
UK188,VISTARA,MAA,BLR,2026-04-20 02:55:41.703,2026-04-20 03:44:41.703,False,49.0,2026-04-20
AI196,AIR INDIA,MAA,HYD,2026-04-20 02:52:41.703,2026-04-20 04:25:41.703,False,93.0,2026-04-20
AI068,AIR INDIA,BOM,BLR,2026-04-20 02:48:41.702,2026-04-20 04:48:42.000,False,120.0,2026-04-20
SJ097,SPICEJET,BOM,CCU,2026-04-20 02:37:41.702,2026-04-20 05:27:41.702,False,170.0,2026-04-20
SJ030,SPICEJET,DEL,HYD,2026-04-20 02:36:41.701,2026-04-20 03:19:41.701,False,43.0,2026-04-20
6F179,INDIGO,HYD,MAA,2026-04-20 02:25:41.703,2026-04-20 06:40:41.703,False,255.0,2026-04-20
6F156,INDIGO,MAA,BOM,2026-04-20 02:23:41.703,2026-04-20 04:57:41.703,False,154.0,2026-04-20
6F250,INDIGO,CCU,BLR,2026-04-20 02:23:41.702,2026-04-20 02:56:41.702,False,33.0,2026-04-20
SJ057,SPICEJET,BOM,CCU,2026-04-20 02:17:41.701,2026-04-20 05:29:41.701,False,192.0,2026-04-20
6F036,INDIGO,CCU,BLR,2026-04-20 02:14:41.701,2026-04-20 06:57:41.701,False,283.0,2026-04-20
6F201,INDIGO,CCU,BOM,2026-04-20 02:09:41.703,2026-04-20 06:49:41.703,False,280.0,2026-04-20
6F143,INDIGO,CCU,DEL,2026-04-20 02:09:41.702,2026-04-20 06:08:41.702,False,239.0,2026-04-20
6F177,INDIGO,HYD,MAA,2026-04-20 02:03:41.703,2026-04-20 04:25:41.703,False,142.0,2026-04-20
6F031,INDIGO,BOM,BLR,2026-04-20 02:00:41.701,2026-04-20 06:37:41.701,False,277.0,2026-04-20
UK165,VISTARA,DEL,BLR,2026-04-20 01:51:41.703,2026-04-20 06:04:41.703,False,253.0,2026-04-20
6F122,INDIGO,DEL,BLR,2026-04-20 01:44:41.702,2026-04-20 05:28:41.702,False,224.0,2026-04-20
AI009,AIR INDIA,DEL,CCU,2026-04-20 01:31:41.701,2026-04-20 04:05:41.701,False,154.0,2026-04-20
6F046,INDIGO,DEL,BLR,2026-04-20 01:27:41.701,2026-04-20 05:08:41.701,False,221.0,2026-04-20
AI051,AIR INDIA,MAA,BLR,2026-04-20 01:27:41.701,2026-04-20 02:22:41.701,False,55.0,2026-04-20
UK222,VISTARA,BOM,CCU,2026-04-20 01:22:41.704,2026-04-20 02:57:41.704,False,95.0,2026-04-20
SJ127,SPICEJET,BOM,DEL,2026-04-20 01:21:41.702,2026-04-20 03:58:41.702,False,157.0,2026-04-20
AI226,AIR INDIA,BLR,HYD,2026-04-20 01:19:41.703,2026-04-20 04:08:41.703,False,169.0,2026-04-20
AI216,AIR INDIA,BOM,CCU,2026-04-20 01:10:41.703,2026-04-20 02:34:41.703,False,84.0,2026-04-20
6F058,INDIGO,BOM,CCU,2026-04-20 01:04:41.701,2026-04-20 03:33:41.701,False,149.0,2026-04-20
SJ207,SPICEJET,DEL,CCU,2026-04-20 00:52:41.703,2026-04-20 04:05:41.703,False,193.0,2026-04-20
SJ198,SPICEJET,CCU,BOM,2026-04-20 00:47:41.703,2026-04-20 05:28:41.703,False,281.0,2026-04-20
SJ108,SPICEJET,BLR,HYD,2026-04-20 00:40:41.702,2026-04-20 03:16:41.702,False,156.0,2026-04-20
SJ155,SPICEJET,DEL,CCU,2026-04-20 00:38:41.702,2026-04-20 05:38:41.702,False,300.0,2026-04-20
6F193,INDIGO,BOM,MAA,2026-04-20 00:34:41.703,2026-04-20 02:32:41.703,False,118.0,2026-04-20
6F019,INDIGO,BLR,BOM,2026-04-20 00:19:41.701,2026-04-20 04:14:41.701,False,235.0,2026-04-20
AI102,AIR INDIA,CCU,BLR,2026-04-20 00:17:41.702,2026-04-20 05:08:41.702,False,291.0,2026-04-20
6F166,INDIGO,BOM,CCU,2026-04-20 00:03:41.703,2026-04-20 04:33:41.703,False,270.0,2026-04-20
UK175,VISTARA,BLR,BOM,2026-04-19 23:56:41.703,2026-04-20 03:18:41.703,True,202.0,2026-04-19
6F010,INDIGO,DEL,BLR,2026-04-19 23:53:41.701,2026-04-20 03:44:41.701,True,231.0,2026-04-19
AI234,AIR INDIA,BOM,MAA,2026-04-19 23:50:41.704,2026-04-20 01:34:41.704,True,104.0,2026-04-19
UK135,VISTARA,HYD,DEL,2026-04-19 23:50:41.702,2026-04-20 01:43:41.702,True,113.0,2026-04-19
6F272,INDIGO,HYD,MAA,2026-04-19 23:35:41.702,2026-04-20 00:22:41.702,True,47.0,2026-04-19
AI061,AIR INDIA,BOM,CCU,2026-04-19 23:31:41.701,2026-04-20 01:02:41.701,True,91.0,2026-04-19
6F070,INDIGO,HYD,DEL,2026-04-19 23:23:41.701,2026-04-20 02:24:41.701,True,181.0,2026-04-19
AI015,AIR INDIA,BLR,CCU,2026-04-19 23:21:41.701,2026-04-20 01:15:41.701,True,114.0,2026-04-19
SJ076,SPICEJET,DEL,MAA,2026-04-19 23:01:41.701,2026-04-20 02:02:41.701,True,181.0,2026-04-19
SJ029,SPICEJET,HYD,DEL,2026-04-19 22:55:41.701,2026-04-20 00:22:41.701,True,87.0,2026-04-19
SJ194,SPICEJET,CCU,DEL,2026-04-19 22:46:41.703,2026-04-20 02:31:41.703,True,225.0,2026-04-19
AI235,AIR INDIA,BLR,HYD,2026-04-19 22:45:41.704,2026-04-20 02:12:41.704,True,207.0,2026-04-19
SJ048,SPICEJET,MAA,BLR,2026-04-19 22:43:41.701,2026-04-20 00:19:41.701,True,96.0,2026-04-19
SJ114,SPICEJET,HYD,DEL,2026-04-19 22:42:41.702,2026-04-20 02:02:41.702,True,200.0,2026-04-19
SJ146,SPICEJET,HYD,BLR,2026-04-19 22:37:41.702,2026-04-20 00:33:41.702,True,116.0,2026-04-19
UK041,VISTARA,HYD,MAA,2026-04-19 22:37:41.701,2026-04-19 23:44:41.701,False,67.0,2026-04-19
6F075,INDIGO,BOM,CCU,2026-04-19 22:20:41.702,2026-04-20 03:02:41.702,True,282.0,2026-04-19
SJ020,SPICEJET,BLR,BOM,2026-04-19 22:18:41.701,2026-04-20 02:27:41.701,True,249.0,2026-04-19
SJ099,SPICEJET,MAA,BLR,2026-04-19 22:14:41.702,2026-04-20 00:34:41.702,True,140.0,2026-04-19
6F078,INDIGO,BOM,CCU,2026-04-19 22:04:41.702,2026-04-19 23:37:41.702,False,93.0,2026-04-19
UK219,VISTARA,BOM,HYD,2026-04-19 22:03:41.704,2026-04-20 02:21:41.704,True,258.0,2026-04-19
UK223,VISTARA,CCU,DEL,2026-04-19 21:58:41.704,2026-04-19 22:30:41.704,False,32.0,2026-04-19
UK227,VISTARA,BOM,HYD,2026-04-19 21:57:41.704,2026-04-20 01:47:41.704,True,230.0,2026-04-19
6F260,INDIGO,CCU,DEL,2026-04-19 21:51:41.702,2026-04-20 01:14:41.702,True,203.0,2026-04-19
AI096,AIR INDIA,CCU,DEL,2026-04-19 21:48:41.702,2026-04-20 02:46:41.702,True,298.0,2026-04-19
6F022,INDIGO,MAA,BLR,2026-04-19 21:46:41.701,2026-04-20 02:05:41.701,True,259.0,2026-04-19
6F237,INDIGO,HYD,MAA,2026-04-19 21:41:41.704,2026-04-20 00:44:41.704,True,183.0,2026-04-19
UK146,VISTARA,BOM,MAA,2026-04-19 21:40:41.703,2026-04-20 00:08:41.703,True,148.0,2026-04-19
SJ015,SPICEJET,BOM,CCU,2026-04-19 21:40:41.701,2026-04-19 22:52:41.701,False,72.0,2026-04-19
AI108,AIR INDIA,BLR,CCU,2026-04-19 21:32:41.702,2026-04-20 00:17:41.702,True,165.0,2026-04-19
UK020,VISTARA,MAA,BLR,2026-04-19 21:23:41.701,2026-04-19 22:38:41.701,False,75.0,2026-04-19
6F113,INDIGO,BOM,CCU,2026-04-19 21:04:41.702,2026-04-20 01:30:41.702,True,266.0,2026-04-19
6F112,INDIGO,HYD,DEL,2026-04-19 21:00:41.702,2026-04-19 23:16:41.702,False,136.0,2026-04-19
6F246,INDIGO,HYD,DEL,2026-04-19 21:00:41.702,2026-04-19 23:16:41.702,False,136.0,2026-04-19
UK158,VISTARA,BOM,MAA,2026-04-19 20:49:41.703,2026-04-19 21:22:41.703,False,33.0,2026-04-19
UK159,VISTARA,CCU,BLR,2026-04-19 20:45:41.703,2026-04-19 23:32:41.703,False,167.0,2026-04-19
UK084,VISTARA,MAA,DEL,2026-04-19 20:44:41.702,2026-04-20 00:20:41.702,True,216.0,2026-04-19
SJ206,SPICEJET,DEL,CCU,2026-04-19 20:43:41.703,2026-04-20 01:21:41.703,True,278.0,2026-04-19
UK044,VISTARA,BLR,BOM,2026-04-19 20:31:41.701,2026-04-19 23:29:41.701,False,178.0,2026-04-19
SJ036,SPICEJET,DEL,HYD,2026-04-19 20:24:41.701,2026-04-19 23:54:41.701,False,210.0,2026-04-19
6F176,INDIGO,CCU,DEL,2026-04-19 20:23:42.000,2026-04-19 23:23:42.000,False,180.0,2026-04-19
6F148,INDIGO,CCU,BOM,2026-04-19 20:23:41.703,2026-04-19 22:30:41.703,False,127.0,2026-04-19
6F202,INDIGO,HYD,BLR,2026-04-19 20:18:41.703,2026-04-19 23:48:41.703,False,210.0,2026-04-19
6F071,INDIGO,DEL,CCU,2026-04-19 20:18:41.702,2026-04-20 00:31:41.702,True,253.0,2026-04-19
AI105,AIR INDIA,CCU,DEL,2026-04-19 20:16:41.702,2026-04-19 22:03:41.702,False,107.0,2026-04-19
AI241,AIR INDIA,HYD,BLR,2026-04-19 20:11:41.704,2026-04-19 22:18:41.704,False,127.0,2026-04-19
SJ162,SPICEJET,DEL,HYD,2026-04-19 20:11:41.703,2026-04-19 22:30:41.703,False,139.0,2026-04-19
6F003,INDIGO,HYD,BOM,2026-04-19 20:06:41.700,2026-04-19 23:13:41.700,False,187.0,2026-04-19
6F249,INDIGO,HYD,BOM,2026-04-19 20:06:41.700,2026-04-19 23:13:41.700,False,187.0,2026-04-19
AI237,AIR INDIA,BOM,CCU,2026-04-19 19:58:41.704,2026-04-19 23:13:41.704,False,195.0,2026-04-19
SJ134,SPICEJET,BOM,CCU,2026-04-19 19:58:41.702,2026-04-20 00:15:41.702,True,257.0,2026-04-19
AI071,AIR INDIA,BOM,MAA,2026-04-19 19:55:41.702,2026-04-19 22:58:41.702,False,183.0,2026-04-19
6F118,INDIGO,CCU,HYD,2026-04-19 19:52:41.702,2026-04-19 21:01:41.702,False,69.0,2026-04-19
6F014,INDIGO,DEL,MAA,2026-04-19 19:42:41.701,2026-04-19 23:15:41.701,False,213.0,2026-04-19
6F065,INDIGO,MAA,BLR,2026-04-19 19:40:41.701,2026-04-19 22:23:41.701,False,163.0,2026-04-19
6F271,INDIGO,HYD,MAA,2026-04-19 19:33:41.702,2026-04-19 22:52:41.702,False,199.0,2026-04-19
SJ070,SPICEJET,MAA,CCU,2026-04-19 18:55:41.701,2026-04-19 20:48:41.701,False,113.0,2026-04-19
6F007,INDIGO,HYD,MAA,2026-04-19 18:55:41.701,2026-04-19 19:54:41.701,False,59.0,2026-04-19
UK007,VISTARA,DEL,HYD,2026-04-19 18:50:41.701,2026-04-19 21:04:41.701,False,134.0,2026-04-19
AI097,AIR INDIA,HYD,MAA,2026-04-19 18:42:41.702,2026-04-19 23:34:41.702,False,292.0,2026-04-19
6F256,INDIGO,BOM,CCU,2026-04-19 18:40:41.702,2026-04-19 19:13:41.702,False,33.0,2026-04-19
UK047,VISTARA,BLR,HYD,2026-04-19 18:40:41.701,2026-04-19 22:45:41.701,False,245.0,2026-04-19
AI024,AIR INDIA,MAA,BOM,2026-04-19 18:38:41.701,2026-04-19 19:45:41.701,False,67.0,2026-04-19
UK113,VISTARA,CCU,DEL,2026-04-19 18:34:41.702,2026-04-19 22:58:41.702,False,264.0,2026-04-19
SJ163,SPICEJET,DEL,HYD,2026-04-19 18:32:41.703,2026-04-19 23:08:41.703,False,276.0,2026-04-19
SJ208,SPICEJET,DEL,HYD,2026-04-19 18:32:41.703,2026-04-19 19:33:41.703,False,61.0,2026-04-19
SJ221,SPICEJET,MAA,HYD,2026-04-19 18:31:41.703,2026-04-19 23:17:41.703,False,286.0,2026-04-19
SJ084,SPICEJET,HYD,MAA,2026-04-19 18:31:41.702,2026-04-19 19:30:41.702,False,59.0,2026-04-19
6F127,INDIGO,HYD,BOM,2026-04-19 18:27:41.702,2026-04-19 22:28:41.702,False,241.0,2026-04-19
AI122,AIR INDIA,BOM,CCU,2026-04-19 18:25:41.702,2026-04-19 22:36:41.702,False,251.0,2026-04-19
AI139,AIR INDIA,HYD,MAA,2026-04-19 18:23:41.702,2026-04-19 19:24:41.702,False,61.0,2026-04-19
UK149,VISTARA,MAA,DEL,2026-04-19 18:22:41.703,2026-04-19 23:08:41.703,False,286.0,2026-04-19
AI149,AIR INDIA,BOM,HYD,2026-04-19 18:19:41.703,2026-04-19 21:36:41.703,False,197.0,2026-04-19
SJ243,SPICEJET,BLR,DEL,2026-04-19 18:17:41.704,2026-04-19 23:03:41.704,False,286.0,2026-04-19
AI053,AIR INDIA,CCU,DEL,2026-04-19 18:04:41.701,2026-04-19 22:19:41.701,False,255.0,2026-04-19
UK061,VISTARA,BLR,BOM,2026-04-19 17:58:41.701,2026-04-19 19:48:41.701,False,110.0,2026-04-19
SJ004,SPICEJET,MAA,DEL,2026-04-19 17:52:41.701,2026-04-19 21:01:41.701,False,189.0,2026-04-19
AI173,AIR INDIA,HYD,DEL,2026-04-19 17:36:41.703,2026-04-19 22:27:41.703,False,291.0,2026-04-19
6F085,INDIGO,HYD,MAA,2026-04-19 17:32:41.702,2026-04-19 19:32:42.000,False,120.0,2026-04-19
AI252,AIR INDIA,HYD,DEL,2026-04-19 17:30:41.704,2026-04-19 21:54:41.704,False,264.0,2026-04-19
SJ109,SPICEJET,BOM,DEL,2026-04-19 17:24:41.702,2026-04-19 20:28:41.702,False,184.0,2026-04-19
UK123,VISTARA,BOM,DEL,2026-04-19 17:24:41.702,2026-04-19 20:18:41.702,False,174.0,2026-04-19
6F125,INDIGO,BOM,CCU,2026-04-19 17:09:41.702,2026-04-19 21:13:41.702,False,244.0,2026-04-19
UK183,VISTARA,BLR,CCU,2026-04-19 17:07:41.703,2026-04-19 18:30:41.703,False,83.0,2026-04-19
AI110,AIR INDIA,BOM,CCU,2026-04-19 17:07:41.702,2026-04-19 22:00:41.702,False,293.0,2026-04-19
UK105,VISTARA,CCU,HYD,2026-04-19 17:04:41.702,2026-04-19 18:11:41.702,False,67.0,2026-04-19
6F128,INDIGO,HYD,DEL,2026-04-19 16:56:41.702,2026-04-19 18:03:41.702,False,67.0,2026-04-19
6F224,INDIGO,DEL,MAA,2026-04-19 16:53:41.704,2026-04-19 18:52:41.704,False,119.0,2026-04-19
SJ130,SPICEJET,BOM,DEL,2026-04-19 16:53:41.702,2026-04-19 20:53:41.702,False,240.0,2026-04-19
AI224,AIR INDIA,DEL,HYD,2026-04-19 16:51:41.703,2026-04-19 21:36:41.703,False,285.0,2026-04-19
SJ182,SPICEJET,CCU,BOM,2026-04-19 16:48:41.703,2026-04-19 17:36:41.703,False,48.0,2026-04-19
UK164,VISTARA,BOM,HYD,2026-04-19 16:46:41.703,2026-04-19 21:10:41.703,False,264.0,2026-04-19
AI161,AIR INDIA,CCU,BOM,2026-04-19 16:40:41.703,2026-04-19 19:40:41.703,False,180.0,2026-04-19
6F206,INDIGO,DEL,BOM,2026-04-19 16:39:41.703,2026-04-19 20:59:41.703,False,260.0,2026-04-19
SJ204,SPICEJET,CCU,DEL,2026-04-19 16:34:41.703,2026-04-19 18:15:41.703,False,101.0,2026-04-19
AI206,AIR INDIA,CCU,MAA,2026-04-19 16:30:41.703,2026-04-19 20:01:41.703,False,211.0,2026-04-19
6F140,INDIGO,CCU,HYD,2026-04-19 16:30:41.702,2026-04-19 18:21:41.702,False,111.0,2026-04-19
6F253,INDIGO,MAA,BLR,2026-04-19 16:26:41.703,2026-04-19 18:24:41.703,False,118.0,2026-04-19
SJ203,SPICEJET,DEL,HYD,2026-04-19 16:22:41.703,2026-04-19 18:27:41.703,False,125.0,2026-04-19
SJ161,SPICEJET,MAA,BLR,2026-04-19 16:22:41.703,2026-04-19 17:04:41.703,False,42.0,2026-04-19
AI098,AIR INDIA,HYD,MAA,2026-04-19 16:01:41.702,2026-04-19 18:11:41.702,False,130.0,2026-04-19
AI168,AIR INDIA,DEL,CCU,2026-04-19 15:50:41.703,2026-04-19 20:20:41.703,False,270.0,2026-04-19
UK190,VISTARA,DEL,BLR,2026-04-19 15:49:41.703,2026-04-19 18:53:41.703,False,184.0,2026-04-19
AI085,AIR INDIA,DEL,HYD,2026-04-19 15:45:41.702,2026-04-19 20:33:41.702,False,288.0,2026-04-19
AI076,AIR INDIA,BLR,BOM,2026-04-19 15:37:41.702,2026-04-19 16:12:41.702,False,35.0,2026-04-19
UK130,VISTARA,MAA,BLR,2026-04-19 15:36:41.702,2026-04-19 19:43:41.702,False,247.0,2026-04-19
6F038,INDIGO,HYD,MAA,2026-04-19 15:36:41.701,2026-04-19 19:33:41.701,False,237.0,2026-04-19
UK110,VISTARA,HYD,DEL,2026-04-19 15:26:41.702,2026-04-19 20:13:41.702,False,287.0,2026-04-19
SJ013,SPICEJET,DEL,MAA,2026-04-19 15:25:41.701,2026-04-19 19:54:41.701,False,269.0,2026-04-19
AI039,AIR INDIA,MAA,BLR,2026-04-19 15:24:41.701,2026-04-19 18:56:41.701,False,212.0,2026-04-19
AI248,AIR INDIA,CCU,DEL,2026-04-19 15:17:41.704,2026-04-19 16:35:41.704,False,78.0,2026-04-19
6F199,INDIGO,DEL,MAA,2026-04-19 15:15:41.703,2026-04-19 17:32:41.703,False,137.0,2026-04-19
AI225,AIR INDIA,BOM,BLR,2026-04-19 15:05:41.703,2026-04-19 16:01:41.703,False,56.0,2026-04-19
SJ028,SPICEJET,CCU,BOM,2026-04-19 15:04:41.701,2026-04-19 19:32:41.701,False,268.0,2026-04-19
SJ012,SPICEJET,HYD,BLR,2026-04-19 15:01:41.701,2026-04-19 16:12:41.701,False,71.0,2026-04-19
SJ131,SPICEJET,MAA,HYD,2026-04-19 15:00:41.702,2026-04-19 16:07:41.702,False,67.0,2026-04-19
AI010,AIR INDIA,BOM,HYD,2026-04-19 15:00:41.701,2026-04-19 19:48:41.701,False,288.0,2026-04-19
6F020,INDIGO,BOM,HYD,2026-04-19 14:58:41.701,2026-04-19 16:43:41.701,False,105.0,2026-04-19
SJ038,SPICEJET,BLR,DEL,2026-04-19 14:57:41.701,2026-04-19 17:46:41.701,False,169.0,2026-04-19
UK204,VISTARA,BLR,DEL,2026-04-19 14:46:41.703,2026-04-19 16:24:41.703,False,98.0,2026-04-19
AI036,AIR INDIA,BOM,CCU,2026-04-19 14:45:41.701,2026-04-19 16:16:41.701,False,91.0,2026-04-19
AI100,AIR INDIA,CCU,BOM,2026-04-19 14:42:41.702,2026-04-19 18:22:41.702,False,220.0,2026-04-19
SJ215,SPICEJET,CCU,DEL,2026-04-19 14:37:41.703,2026-04-19 16:12:41.703,False,95.0,2026-04-19
UK155,VISTARA,MAA,HYD,2026-04-19 14:34:41.703,2026-04-19 18:37:41.703,False,243.0,2026-04-19
SJ173,SPICEJET,CCU,HYD,2026-04-19 14:27:41.703,2026-04-19 16:09:41.703,False,102.0,2026-04-19
UK179,VISTARA,DEL,HYD,2026-04-19 14:25:41.703,2026-04-19 19:15:41.703,False,290.0,2026-04-19
UK221,VISTARA,CCU,DEL,2026-04-19 14:18:41.704,2026-04-19 18:44:41.704,False,266.0,2026-04-19
UK023,VISTARA,DEL,MAA,2026-04-19 14:15:41.701,2026-04-19 19:03:41.701,False,288.0,2026-04-19
SJ107,SPICEJET,BOM,MAA,2026-04-19 14:10:41.702,2026-04-19 18:38:41.702,False,268.0,2026-04-19
AI073,AIR INDIA,BOM,BLR,2026-04-19 14:08:41.702,2026-04-19 16:10:41.702,False,122.0,2026-04-19
SJ187,SPICEJET,MAA,BLR,2026-04-19 14:07:41.703,2026-04-19 17:30:41.703,False,203.0,2026-04-19
UK058,VISTARA,MAA,BOM,2026-04-19 13:46:41.701,2026-04-19 17:04:41.701,False,198.0,2026-04-19
SJ063,SPICEJET,MAA,BOM,2026-04-19 13:38:41.701,2026-04-19 15:23:41.701,False,105.0,2026-04-19
SJ062,SPICEJET,BLR,HYD,2026-04-19 13:37:41.701,2026-04-19 17:06:41.701,False,209.0,2026-04-19
UK048,VISTARA,MAA,DEL,2026-04-19 13:36:41.701,2026-04-19 18:21:41.701,False,285.0,2026-04-19
AI181,AIR INDIA,MAA,HYD,2026-04-19 13:29:41.703,2026-04-19 16:55:41.703,False,206.0,2026-04-19
AI003,AIR INDIA,BLR,HYD,2026-04-19 13:27:41.701,2026-04-19 16:55:41.701,False,208.0,2026-04-19
6F041,INDIGO,MAA,BOM,2026-04-19 13:19:41.701,2026-04-19 16:48:41.701,False,209.0,2026-04-19
6F175,INDIGO,MAA,CCU,2026-04-19 13:18:41.703,2026-04-19 15:13:41.703,False,115.0,2026-04-19
6F013,INDIGO,BOM,CCU,2026-04-19 13:15:41.701,2026-04-19 18:05:41.701,False,290.0,2026-04-19
SJ040,SPICEJET,BOM,CCU,2026-04-19 13:12:41.701,2026-04-19 16:44:41.701,False,212.0,2026-04-19
SJ016,SPICEJET,HYD,CCU,2026-04-19 13:01:41.701,2026-04-19 16:26:41.701,False,205.0,2026-04-19
6F135,INDIGO,MAA,HYD,2026-04-19 12:59:41.702,2026-04-19 13:45:41.702,False,46.0,2026-04-19
6F150,INDIGO,HYD,MAA,2026-04-19 12:55:41.703,2026-04-19 16:53:41.703,False,238.0,2026-04-19
AI083,AIR INDIA,DEL,BOM,2026-04-19 12:54:41.702,2026-04-19 13:37:41.702,False,43.0,2026-04-19
SJ166,SPICEJET,CCU,HYD,2026-04-19 12:51:41.703,2026-04-19 16:18:41.703,False,207.0,2026-04-19
SJ027,SPICEJET,BOM,MAA,2026-04-19 12:50:41.701,2026-04-19 17:13:41.701,False,263.0,2026-04-19
6F134,INDIGO,BLR,MAA,2026-04-19 12:47:41.702,2026-04-19 14:06:41.702,False,79.0,2026-04-19
UK225,VISTARA,MAA,BLR,2026-04-19 12:46:41.704,2026-04-19 15:02:41.704,False,136.0,2026-04-19
SJ175,SPICEJET,MAA,BLR,2026-04-19 12:46:41.703,2026-04-19 16:50:41.703,False,244.0,2026-04-19
AI182,AIR INDIA,HYD,DEL,2026-04-19 12:41:41.703,2026-04-19 17:14:41.703,False,273.0,2026-04-19
AI190,AIR INDIA,BOM,CCU,2026-04-19 12:38:41.703,2026-04-19 15:56:41.703,False,198.0,2026-04-19
AI120,AIR INDIA,MAA,CCU,2026-04-19 12:12:41.702,2026-04-19 14:18:41.702,False,126.0,2026-04-19
6F132,INDIGO,MAA,BOM,2026-04-19 12:00:41.702,2026-04-19 13:00:42.000,False,60.0,2026-04-19
UK102,VISTARA,HYD,CCU,2026-04-19 11:58:41.702,2026-04-19 14:01:41.702,False,123.0,2026-04-19
AI045,AIR INDIA,HYD,MAA,2026-04-19 11:58:41.701,2026-04-19 14:37:41.701,False,159.0,2026-04-19
UK136,VISTARA,HYD,CCU,2026-04-19 11:43:41.703,2026-04-19 15:26:41.703,False,223.0,2026-04-19
